casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,latitude,longitude,source,violent_cat,property_cat
2023-00102436,CLAVERICK ST &  FRIENDSHIP ST,2023-12-16T00:45:16.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,EPerry,2023-00102436-001,41.818267937833376,-71.41303116598311,RIDOT,None,None
2023-00102436,CLAVERICK ST &  FRIENDSHIP ST,2023-12-16T00:45:16.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,EPerry,2023-00102436-002,41.818267937833376,-71.41303116598311,RIDOT,None,Larceny-theft
2023-00102425,0 Block GRANT ST,2023-12-16T00:36:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station,2023-00102425-001,41.81834784550006,-71.42932275049995,E911,None,Motor Vehicle Theft
2023-00102417,TELL ST &  ALMY ST,2023-12-16T00:16:00.000,12,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,RMalloy,2023-00102417-001,41.82152938136148,-71.4339981099107,RIDOT,None,None
2023-00102423,500 Block PLAINFIELD ST,2023-12-16T00:13:10.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DMonteiro,2023-00102423-001,41.81299777500007,-71.45691661549998,E911,None,None
2023-00102419,0 Block PEKIN ST,2023-12-16T00:11:26.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,HViruet,2023-00102419-001,41.83706538450005,-71.42467463999995,E911,None,None
2023-00102419,0 Block PEKIN ST,2023-12-16T00:11:26.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,HViruet,2023-00102419-002,41.83706538450005,-71.42467463999995,E911,None,None
2023-00102413,0 Block HALE ST,2023-12-15T23:53:17.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,SHerr,2023-00102413-001,41.82393380700006,-71.44347847199998,E911,None,None
2023-00102404,OCONNOR ST &  PARKVIEW AVE,2023-12-15T23:51:00.000,12,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,JNajarian,2023-00102404-001,41.79241179432022,-71.40567779927169,RIDOT,None,None
2023-00102391,100 Block CORLISS ST,2023-12-15T22:50:36.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MTueros,2023-00102391-001,41.842180842500056,-71.41211307249998,E911,None,None
2023-00102379,300 Block NEW YORK AVE,2023-12-15T22:37:11.000,12,2023,Disturbance,Not Used,No Violations,0,MSullivan,2023-00102379-001,41.79005839450005,-71.40088075849997,E911,None,None
2023-00102372,0 Block ATWELLS AVE,2023-12-15T21:54:00.000,12,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,GGenao,2023-00102372-001,41.82313126950004,-71.41964432699996,E911,None,Larceny-theft
2023-00102368,POE ST &  OCONNELL ST,2023-12-15T21:46:00.000,12,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,WSherrill,2023-00102368-001,41.80722808294731,-71.40441132823364,RIDOT,None,None
2023-00102368,POE ST &  OCONNELL ST,2023-12-15T21:46:00.000,12,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,WSherrill,2023-00102368-002,41.80722808294731,-71.40441132823364,RIDOT,None,None
2023-00102365,600 Block ADMIRAL ST,2023-12-15T21:25:13.000,12,2023,Dispersals,Not Used,No Violations,0,MKelley,2023-00102365-001,41.84871260150004,-71.43821438449996,E911,None,None
2023-00102348,0 Block KING PHILIP ST,2023-12-15T20:05:00.000,12,2023,Suspicious Person,Not Used,No Violations,0,MPetteruto,2023-00102348-001,41.82119988900004,-71.46495996399997,E911,None,None
2023-00102336,1400 Block BROAD ST,2023-12-15T19:46:10.000,12,2023,Weapons,11-47.1-3,Large capacity feeding devices prohibited,1,BMcKenna,2023-00102336-001,41.78781546900004,-71.40282369549996,E911,None,None
2023-00102336,1400 Block BROAD ST,2023-12-15T19:46:10.000,12,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,BMcKenna,2023-00102336-002,41.78781546900004,-71.40282369549996,E911,None,None
2023-00102336,1400 Block BROAD ST,2023-12-15T19:46:10.000,12,2023,Weapons,11-47-5.2,POSSESSION OF A STOLEN FIREARM,1,BMcKenna,2023-00102336-003,41.78781546900004,-71.40282369549996,E911,None,None
2023-00502786,BROOK ST &  WILLIAMS ST,2023-12-15T19:34:49.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502786-001,41.82245253752967,-71.39859009317546,RIDOT,None,None
2023-00102327,300 Block WASHINGTON ST,2023-12-15T19:24:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,WSherrill,2023-00102327-001,41.81911086050005,-71.42140335999997,E911,None,None
2023-00102312,100 Block BROAD ST,2023-12-15T18:09:00.000,12,2023,Accident,Not Used,No Violations,0,NULL,2023-00102312-001,41.81743972350006,-71.41676518499997,E911,None,None
2023-00102297,300 Block BROAD ST,2023-12-15T17:27:00.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KShea,2023-00102297-001,41.81372271350003,-71.42161456549997,E911,None,None
2023-00102286,300 Block POINT ST,2023-12-15T16:47:00.000,12,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00102286-001,41.81428094300003,-71.41597427749997,E911,None,None
2023-00102279,DORRANCE ST &  WEYBOSSET ST,2023-12-15T16:19:00.000,12,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,GGenao,2023-00102279-001,41.82306671063857,-71.41098023280317,RIDOT,Aggravated Assault,None
2023-00102260,0 Block SHEFFIELD AVE,2023-12-15T15:31:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,BMacedo,2023-00102260-001,41.84578460000006,-71.45855256699997,E911,None,None
2023-00102261,0 Block DORRANCE ST,2023-12-15T15:29:07.000,12,2023,Disturbance,Not Used,No Violations,0,GGenao,2023-00102261-001,41.82381659250004,-71.41228919699995,E911,None,None
2023-00102269,100 Block WINTHROP AVE,2023-12-15T14:51:54.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,BMacedo,2023-00102269-001,41.83587308700007,-71.45235717799994,E911,None,None
2023-00102231,N MAIN ST &  7TH ST,2023-12-15T13:49:00.000,12,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,TJones,2023-00102231-001,41.85358428643993,-71.40086365767215,RIDOT,None,None
2023-00102230,0 Block POCASSET AVE,2023-12-15T13:48:00.000,12,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NEastman,2023-00102230-001,41.81242242950006,-71.45021977349998,E911,None,None
2023-00102227,300 Block BLACKSTONE BLVD,2023-12-15T13:33:25.000,12,2023,Assistance Rendered,Not Used,No Violations,0,TGomes,2023-00102227-001,41.84559520150006,-71.38325713699996,E911,None,None
2023-00102225,BROAD ST &  CENTRAL ST,2023-12-15T13:31:00.000,12,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,GVargas,2023-00102225-001,41.8131790130836,-71.42192077647357,RIDOT,None,None
2023-00102222,0 Block JULIAN ST,2023-12-15T13:12:00.000,12,2023,Assistance Rendered,Not Used,No Violations,0,MAddai,2023-00102222-001,41.82102912450006,-71.44558286049997,E911,None,None
2023-00102208,100 Block FILLMORE ST,2023-12-15T12:13:00.000,12,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,SCampbell,2023-00102208-001,41.84001730400004,-71.42062512399997,E911,None,None
2023-00102208,100 Block FILLMORE ST,2023-12-15T12:13:00.000,12,2023,Weapons,11-47.1-3,Large capacity feeding devices prohibited,1,SCampbell,2023-00102208-002,41.84001730400004,-71.42062512399997,E911,None,None
2023-00102196,0 Block GROSVENOR AVE,2023-12-15T11:08:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,KBass,2023-00102196-001,41.83379078650006,-71.43967823099996,E911,None,Motor Vehicle Theft
2023-00102191,0 Block APPLETON ST,2023-12-15T10:56:00.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00102191-001,41.81998934900005,-71.44394305799997,E911,None,Larceny-theft
2023-00102186,0 Block TRANSIT ST,2023-12-15T10:17:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,AHampton,2023-00102186-001,41.82050355600006,-71.40142438749999,E911,None,Motor Vehicle Theft
2023-00102176,DUTTON  &  ATWELLS,2023-12-15T09:25:31.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,EPedchenko,2023-00102176-001,41.825283049192244,-71.45301819515932,RIDOT,None,None
2023-00502782,100 Block EASTWOOD AVE,2023-12-15T09:22:19.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502782-001,41.81567900500005,-71.45302169949997,E911,None,Larceny-theft
2023-00102169,0 Block DUDLEY ST,2023-12-15T08:41:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MSepe,2023-00102169-001,41.810476177000055,-71.40818105099996,E911,None,Motor Vehicle Theft
2023-00102163,0 Block COMSTOCK AVE,2023-12-15T08:33:59.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,JAbatiello,2023-00102163-001,41.809117060000034,-71.41780222699998,E911,None,None
2023-00502780,0 Block FREMONT ST,2023-12-15T08:27:02.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502780-001,41.82232371400005,-71.39172458249996,E911,None,None
2023-00102160,400 Block BROAD ST,2023-12-15T08:12:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MSepe,2023-00102160-001,41.811917103500065,-71.42119996349996,E911,None,Motor Vehicle Theft
2023-00502779,0 Block RING ST,2023-12-15T08:01:43.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502779-001,41.82058164850005,-71.43281656949995,E911,None,Larceny-theft
2023-00102164,0 Block MIDDLETON ST,2023-12-15T07:15:00.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JPerez,2023-00102164-001,41.821287104500044,-71.46665435949996,E911,None,None
2023-00102164,0 Block MIDDLETON ST,2023-12-15T07:15:00.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JPerez,2023-00102164-002,41.821287104500044,-71.46665435949996,E911,None,Larceny-theft
2023-00102100,RIVER DR &  ANGELL ST,2023-12-15T01:03:34.000,12,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,JNazario Feliz,2023-00102100-001,41.831760574767884,-71.37870173164005,RIDOT,None,None
2023-00102095,800 Block N MAIN ST,2023-12-15T00:27:14.000,12,2023,Auto Fire,Not Used,No violations,0,JBibeault,2023-00102095-001,41.84333004800007,-71.40671193749995,E911,None,None
2023-00502778,0 Block PROVIDENCE PL,2023-12-15T00:15:24.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502778-001,41.827849931500054,-71.41595903999996,E911,None,None
2023-00102072,0 Block KENNEDY PLZ,2023-12-14T23:05:43.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,TGibson,2023-00102072-001,41.82467416900005,-71.41238447799995,E911,None,None
2023-00102027,200 Block CHAD BROWN ST,2023-12-14T19:46:00.000,12,2023,Malicious Mischief,Not Used,No Violations,0,MRoman,2023-00102027-001,41.84095663600007,-71.42363860249998,E911,None,None
2023-00102015,0 Block RESERVOIR AVE,2023-12-14T19:19:00.000,12,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00102015-001,41.795362847000035,-71.42648687799996,E911,None,None
2023-00502776,0 Block NEWCOMB ST,2023-12-14T19:13:41.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00502776-001,41.84483547800005,-71.42673605299996,E911,None,Larceny-theft
2023-00502775,100 Block OCEAN ST,2023-12-14T18:41:50.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502775-001,41.801994468500055,-71.40989708299995,E911,None,None
2023-00101987,1600 Block WESTMINSTER ST,2023-12-14T17:25:00.000,12,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station,2023-00101987-001,41.81588737750005,-71.43708998099999,E911,None,None
2023-00502774,0 Block ATWELLS AVE,2023-12-14T17:18:29.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502774-001,41.82313126950004,-71.41964432699996,E911,None,Larceny-theft
2023-00502773,100 Block 108 DANIEL AVE,2023-12-14T17:03:00.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502773-001,41.80988021400006,-71.45646842199997,E911,None,Larceny-theft
2023-00502772,0 Block N 11 NEWCOMB ST,2023-12-14T16:49:17.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00502772-001,41.84483547800005,-71.42673605299996,E911,None,Larceny-theft
2023-00502771,0 Block 23 CARRINGTON AVE,2023-12-14T16:20:56.000,12,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00502771-001,41.83643717100006,-71.40211704299995,E911,None,None
2023-00101967,DORRANCE ST &  WESTMINSTER ST,2023-12-14T16:02:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,DAnderson,2023-00101967-001,41.82361220774349,-71.41166688183505,RIDOT,None,None
2023-00101968,200 Block SILVER SPRING ST,2023-12-14T15:56:49.000,12,2023,Traffic Violation,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",1,MLabutti,2023-00101968-001,41.85014045650007,-71.41375187549994,E911,None,None
2023-00101972,300 Block W RIVER ST,2023-12-14T14:49:00.000,12,2023,Fraud,Not Used,"Under Investigation, Offense Pending",0,MLabutti,2023-00101972-001,41.84541921400006,-71.41209126599995,E911,None,None
2023-00101966,300 Block HUNTINGTON AVE,2023-12-14T14:14:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,EAlarcon,2023-00101966-001,41.80648387300005,-71.44142297999994,E911,None,Motor Vehicle Theft
2023-00101946,ATWELLS AVE &  BRADFORD ST,2023-12-14T14:07:00.000,12,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,BMcKenna,2023-00101946-001,41.82323074214297,-71.42177582102127,RIDOT,None,None
2023-00101946,ATWELLS AVE &  BRADFORD ST,2023-12-14T14:07:00.000,12,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,BMcKenna,2023-00101946-002,41.82323074214297,-71.42177582102127,RIDOT,None,None
2023-00101943,0 Block ERNEST ST,2023-12-14T13:36:38.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MChasse,2023-00101943-001,41.794722181000054,-71.39549848199997,E911,None,Larceny-theft
2023-00101941,CRANSTON ST &  MESSER ST,2023-12-14T13:23:00.000,12,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,EAlarcon,2023-00101941-001,41.80963516041364,-71.43344880315566,RIDOT,None,None
2023-00101937,100 Block SESSIONS ST,2023-12-14T13:07:00.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2023-00101937-001,41.84119303700007,-71.39171736899996,E911,None,None
2023-00101931,0 Block HOOKER ST,2023-12-14T12:38:00.000,12,2023,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,LMarroquin,2023-00101931-001,41.84604535650004,-71.45767580399996,E911,None,None
2023-00101931,0 Block HOOKER ST,2023-12-14T12:38:00.000,12,2023,Weapons,11-47.1-3,Large capacity feeding devices prohibited,1,LMarroquin,2023-00101931-002,41.84604535650004,-71.45767580399996,E911,None,None
2023-00502769,200 Block IVES ST,2023-12-14T12:28:17.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502769-001,41.82497857850004,-71.39250646049996,E911,None,None
2023-00101925,0 Block PUTNAM ST,2023-12-14T12:05:00.000,12,2023,Dispersals,Not Used,No Violations,0,DRosso,2023-00101925-001,41.821788347500046,-71.44421861649997,E911,None,None
2023-00101912,100 Block WASHINGTON ST,2023-12-14T11:22:00.000,12,2023,Disturbance,Not Used,No Violations,0,GSlater,2023-00101912-001,41.822590161500045,-71.41519249049995,E911,None,None
2023-00101908,EXCHANGE TER &  EXCHANGE ST,2023-12-14T11:16:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,SMurnighan,2023-00101908-001,41.82611082900496,-71.4115982062904,RIDOT,None,None
2023-00101907,0 Block SUMTER ST,2023-12-14T11:07:00.000,12,2023,"Fraud, Swindle",19-9-29,BANK FRAUD,1,Central Station,2023-00101907-001,41.797111832500065,-71.41623173199997,E911,None,None
2023-00101901,1000 Block CHALKSTONE AVE,2023-12-14T10:56:00.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GScarcello,2023-00101901-001,41.83220759750006,-71.44238944399996,E911,None,None
2023-00101896,0 Block LEDGE ST,2023-12-14T10:40:00.000,12,2023,Disturbance,Not Used,No Violations,0,JManown,2023-00101896-001,41.85365959050006,-71.41862998149998,E911,None,None
2023-00101886,200 Block WICKENDEN ST,2023-12-14T09:36:00.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,AHampton,2023-00101886-001,41.81948092750005,-71.39828919899998,E911,None,None
2023-00101878,0 Block STERLING AVE,2023-12-14T09:20:32.000,12,2023,Request for Assistance,Not Used,No Violations,0,JLugo,2023-00101878-001,41.81175301050007,-71.44577603199994,E911,None,None
2023-00101820,0 Block SUPERIOR ST,2023-12-14T01:50:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,LQuinilla,2023-00101820-001,41.80989414350006,-71.43058910049996,E911,None,None
2023-00101794,0 Block POPE ST,2023-12-14T00:02:59.000,12,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,2,THoulihan,2023-00101794-001,41.82254124200003,-71.44842729799998,E911,None,None
2023-00101794,0 Block POPE ST,2023-12-14T00:02:59.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,THoulihan,2023-00101794-002,41.82254124200003,-71.44842729799998,E911,None,None
2023-00101786,0 Block ALVERSON AVE,2023-12-13T23:30:22.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,SHerr,2023-00101786-001,41.814724677000044,-71.45868859049997,E911,None,None
2023-00101785,100 Block ACADEMY AVE,2023-12-13T23:18:00.000,12,2023,Assistance Rendered,Not Used,No Violations,0,JWagnac,2023-00101785-001,41.82880898700006,-71.44394263649994,E911,None,None
2023-00101774,0 Block HAGAN ST,2023-12-13T21:49:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,DMartinez,2023-00101774-001,41.85690479150006,-71.42272956049996,E911,None,Motor Vehicle Theft
2023-00101771,700 Block WESTMINSTER ST,2023-12-13T21:41:32.000,12,2023,Dispersals,Not Used,No Violations,0,MLeclerc,2023-00101771-001,41.81810416000005,-71.42039248699999,E911,None,None
2023-00101776,100 Block MESSER ST,2023-12-13T21:40:50.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MLeclerc,2023-00101776-001,41.81251570050006,-71.43573395949997,E911,None,Motor Vehicle Theft
2023-00101767,EDDY ST &  OXFORD ST,2023-12-13T21:31:00.000,12,2023,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,DForte,2023-00101767-001,41.80310439121471,-71.40668488703496,RIDOT,None,None
2023-00101767,EDDY ST &  OXFORD ST,2023-12-13T21:31:00.000,12,2023,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,DForte,2023-00101767-002,41.80310439121471,-71.40668488703496,RIDOT,None,None
2023-00101764,0 Block E GEORGE ST,2023-12-13T21:18:10.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MFadale,2023-00101764-001,41.82563053450005,-71.39166271199994,E911,None,None
2023-00101760,0 Block MONTICELLO ST,2023-12-13T20:37:00.000,12,2023,Suspicious Person,Not Used,No Violations,0,DMartinez,2023-00101760-001,41.85180021600004,-71.42238338399997,E911,None,None
2023-00101752,300 Block RESERVOIR AVE,2023-12-13T20:31:00.000,12,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,JMota,2023-00101752-001,41.78836697350005,-71.43137185799998,E911,None,Larceny-theft
2023-00101753,0 Block PROVIDENCE PL,2023-12-13T20:27:21.000,12,2023,"Larceny, Pickpocketing",11-41-7,LARCENY FROM THE PERSON - POCKET PICKING,1,GGenao,2023-00101753-001,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2023-00101735,1300 Block CHALKSTONE AVE,2023-12-13T19:01:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,ALima,2023-00101735-001,41.83230213850007,-71.45366565949996,E911,None,None
2023-00101705,500 Block BRANCH AVE,2023-12-13T17:09:28.000,12,2023,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,DMartinez,2023-00101705-001,41.85155522600007,-71.42324483149994,E911,Robbery,None
2023-00101703,0 Block BENEDICT ST,2023-12-13T16:59:00.000,12,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,NColicci,2023-00101703-001,41.80443438900005,-71.43466663999996,E911,None,None
2023-00101701,200 Block ELMWOOD AVE,2023-12-13T16:47:57.000,12,2023,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,SBouyssou,2023-00101701-001,41.805985688500044,-71.42477079549997,E911,Robbery,None
2023-00101677,0 Block HOOPER PL,2023-12-13T15:36:00.000,12,2023,Stolen Property,Not Used,No violations,0,Central Station,2023-00101677-001,41.83185494800003,-71.44295200549996,E911,None,None
