casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,violent_cat,property_cat
2025-00080843,EXCHANGE ST / MEMORIAL BLVD,2025-10-06T13:55:00.000,10,2025,Traffic Violation,31-13-4,Obedience to Traffic Control Devices,1,MTroia,2025-00080843-002,,
2025-00080835,ALBRO ST,2025-10-06T13:16:00.000,10,2025,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BMcParlin,2025-00080835-001,,
2025-00501834,81 LARCH ST ST,2025-10-06T13:02:46.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501834-001,,
2025-00501835,WATERMAN ST,2025-10-06T11:15:11.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501835-001,,Larceny-theft
2025-00501836,WATERMAN ST,2025-10-06T11:00:10.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501836-001,,Larceny-theft
2025-00501837,LINDEN AVE,2025-10-06T09:28:14.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501837-001,,
2025-00080673,HOPE ST,2025-10-05T23:33:31.000,10,2025,Dispersals,Not Used,No violations,0,JLewis,2025-00080673-001,,
2025-00501782,200 BlockN MAIN ST,2025-10-05T17:33:55.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501782-001,,
2025-00501784,600 Block PLEASANT VALLEY PKY,2025-10-05T13:19:49.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501784-001,,
2025-00501791,DELAINE,2025-10-05T07:30:14.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501791-001,,
2025-00501799,400 BlockW FOUNTAIN ST,2025-10-04T17:17:06.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501799-001,,Larceny-theft
2025-00079695,500 BlockS WATER ST,2025-10-02T22:24:14.000,10,2025,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,ANuzzo,2025-00079695-001,,
2025-00079695,500 BlockS WATER ST,2025-10-02T22:24:14.000,10,2025,RI Statute Violation,8-8.1-3,PROTECTIVE ORDERS,1,ANuzzo,2025-00079695-002,,
2025-00079695,500 BlockS WATER ST,2025-10-02T22:24:14.000,10,2025,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,ANuzzo,2025-00079695-003,,
2025-00079690,MANTON AVE,2025-10-02T22:07:18.000,10,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SCerullo,2025-00079690-001,,
2025-00079690,MANTON AVE,2025-10-02T22:07:18.000,10,2025,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SCerullo,2025-00079690-002,,
2025-00079690,MANTON AVE,2025-10-02T22:07:18.000,10,2025,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,SCerullo,2025-00079690-003,,
2025-00079416,ATWELLS AVE &  SERVICE 7 RD,2025-10-01T23:05:00.000,10,2025,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,JNajarian,2025-00079416-001,,
2025-00079416,ATWELLS AVE &  SERVICE 7 RD,2025-10-01T23:05:00.000,10,2025,Warrant\Capias,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,JNajarian,2025-00079416-002,,
2025-00501770,VERNDALE  ROGER WILLIAMS PK AVE,2025-10-01T15:14:50.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501770-001,,
2025-00079223,JAPONICA ST,2025-10-01T11:36:00.000,10,2025,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,JSmith,2025-00079223-001,,
2025-00079216,300 BlockW RIVER ST,2025-10-01T10:59:00.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JBenros,2025-00079216-001,,Larceny-theft
2025-00078992,GLADSTONE ST,2025-09-30T16:04:00.000,9,2025,Lost Article,Not Used,No violations,0,Central Station,2025-00078992-001,,
2025-00078931,0 Block GLOBE ST,2025-09-30T12:14:00.000,9,2025,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,Central Station,2025-00078931-001,,Larceny-theft
2025-00078925,W FRANKLIN ST / CONDUIT ST,2025-09-30T11:50:00.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,FTavares,2025-00078925-001,,Larceny-theft
2025-00501766,900 BlockN MAIN ST,2025-09-30T10:35:10.000,9,2025,"Fraud, Wire",11-52-2,COMPUTER ACCESS,1,ADecristofano,2025-00501766-001,,
2025-00501766,900 BlockN MAIN ST,2025-09-30T10:35:10.000,9,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,ADecristofano,2025-00501766-002,,
2025-00501766,900 BlockN MAIN ST,2025-09-30T10:35:10.000,9,2025,Receiving Stolen Property,11-41-2,RECEIVING STOLEN GOODS-MISDEMEANOR,1,ADecristofano,2025-00501766-003,,
2025-00501729,MEETING ST,2025-09-29T19:13:37.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501729-001,,Larceny-theft
2025-00078694,CARPENTER ST,2025-09-29T15:38:00.000,9,2025,Lost Article,Not Used,No violations,0,Central Station,2025-00078694-001,,
2025-00078686,1100 BlockN MAIN ST,2025-09-29T15:01:00.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DHernandez Martinez,2025-00078686-001,,
2025-00501733,AVE,2025-09-29T14:14:59.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501733-001,,Larceny-theft
2025-00078598,RHODES ST,2025-09-29T09:28:00.000,9,2025,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,TJones,2025-00078598-001,,
2025-00078499,95  &  146,2025-09-28T23:29:51.000,9,2025,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,LPrete,2025-00078499-001,,
2025-00078499,95  &  146,2025-09-28T23:29:51.000,9,2025,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,LPrete,2025-00078499-002,,
2025-00501742,TROY ST ST,2025-09-28T03:59:01.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501742-001,,Larceny-theft
2025-00501743,HOPE ST,2025-09-27T21:24:02.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501743-001,,Larceny-theft
2025-00077856,CRANSTON ST / BENEDICT ST,2025-09-26T23:51:44.000,9,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,DSchiavulli,2025-00077856-001,,
2025-00077856,CRANSTON ST / BENEDICT ST,2025-09-26T23:51:44.000,9,2025,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,DSchiavulli,2025-00077856-002,,
2025-00501752,CANAL ST,2025-09-26T22:13:59.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501752-001,,
2025-00077829,FEDERAL ST,2025-09-26T22:12:22.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,MSullivan,2025-00077829-001,,Larceny-theft
2025-00501753,ATWELLS AVE,2025-09-26T21:03:49.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501753-001,,
2025-00501758,BROAD ST,2025-09-26T16:30:32.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501758-001,,Larceny-theft
2025-00077702,300 BlockW RIVER ST,2025-09-26T15:20:45.000,9,2025,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JGuiot,2025-00077702-001,,Motor Vehicle Theft
2025-00077668,ALICANT ST,2025-09-26T13:30:00.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2025-00077668-001,,Larceny-theft
2025-00501724,BANKNEWPORT,2025-09-25T14:22:15.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501724-001,,Larceny-theft
2025-00077027,600 BlockN MAIN ST,2025-09-24T10:51:34.000,9,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JLugo,2025-00077027-001,,
2025-00076924,SOUTH WATER ST / WICKENDEN ST,2025-09-23T21:17:00.000,9,2025,RI Statute Violation,12-9-3,GOVERNORS DUTY TO DELIVER FUGITIVES FROM JUSTICE,1,KWoodbine,2025-00076924-001,,
2025-00076919,DEAN ST / KINSLEY AVE,2025-09-23T21:03:00.000,9,2025,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,BMcDonnell,2025-00076919-001,,
2025-00076919,DEAN ST / KINSLEY AVE,2025-09-23T21:03:00.000,9,2025,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BMcDonnell,2025-00076919-002,,
2025-00076919,DEAN ST / KINSLEY AVE,2025-09-23T21:03:00.000,9,2025,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,BMcDonnell,2025-00076919-003,,
2025-00076905,MANTON AVE / SALMON ST,2025-09-23T19:48:00.000,9,2025,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,BMcKenna,2025-00076905-001,,
2025-00076905,MANTON AVE / SALMON ST,2025-09-23T19:48:00.000,9,2025,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,BMcKenna,2025-00076905-002,,
2025-00076905,MANTON AVE / SALMON ST,2025-09-23T19:48:00.000,9,2025,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,BMcKenna,2025-00076905-003,,
2025-00501714,THEY REFUSE TO DISCLOSE INFO,2025-09-23T14:23:28.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501714-001,,Larceny-theft
2025-00501717,WEEKS AVE,2025-09-23T13:04:03.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,ADecristofano,2025-00501717-001,,Larceny-theft
2025-00501718,SMITH ST,2025-09-23T11:27:34.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,ADecristofano,2025-00501718-001,,Larceny-theft
2025-00076733,BRANCH AVENUE,2025-09-23T11:17:00.000,9,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2025-00076733-001,,
2025-00076421,MATHEWSON ST,2025-09-22T09:43:51.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,LAndreozzi,2025-00076421-001,,Larceny-theft
2025-00501675,S WARRINGTON AVE,2025-09-21T19:33:48.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501675-001,,Larceny-theft
2025-00501684,S ALENE AVE,2025-09-21T10:03:15.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501684-001,,Larceny-theft
2025-00501685,O?CONNOR ST,2025-09-21T04:43:40.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501685-001,,Larceny-theft
2025-00076109,POINT ST,2025-09-21T02:34:17.000,9,2025,Municipal Code Violation,Sec. 16-93.,"Noise Control - Radios, television sets, and similar devices.",1,EChabot,2025-00076109-001,,
2025-00501691,OPPER ST,2025-09-20T13:23:33.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501691-001,,Larceny-theft
2025-00501692,BRADFORD ST,2025-09-20T10:05:52.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501692-001,,
2025-00075730,0 BlockW EXCHANGE ST,2025-09-20T00:48:29.000,9,2025,"Assault, Aggravated",11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY,1,YJimenez,2025-00075730-001,Aggravated Assault,
2025-00501693,SUTTON ST,2025-09-19T21:46:20.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501693-001,,Larceny-theft
2025-00501694,400 BlockS MAIN ST,2025-09-19T21:29:59.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501694-001,,Larceny-theft
2025-00501695,400 BlockS MAIN ST,2025-09-19T20:44:18.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501695-001,,
2025-00075516,BROAD STREET,2025-09-19T13:35:00.000,9,2025,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station,2025-00075516-001,,Motor Vehicle Theft
2025-00075448,1300 BlockN MAIN ST,2025-09-19T09:05:00.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JMadeira,2025-00075448-001,,Larceny-theft
2025-00501659,S MAIN STREET ST,2025-09-19T01:26:34.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501659-001,,
2025-00501660,S MAIN ST ST,2025-09-18T19:20:38.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501660-001,,Larceny-theft
2025-00075263,600 BlockN MAIN ST,2025-09-18T16:21:00.000,9,2025,Property Damage,Not Used,No violations,0,PHourahan,2025-00075263-001,,
2025-00075160,ELEVEN SMITH ST,2025-09-18T10:53:00.000,9,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station,2025-00075160-001,,
2025-00501665,S EAST,2025-09-17T20:28:26.000,9,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00501665-001,,
2025-00501649,PRAIRE AVE,2025-09-16T08:39:33.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501649-001,,Larceny-theft
2025-00074304,MAIN AVE,2025-09-15T14:22:00.000,9,2025,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,JDesmarais,2025-00074304-001,,
2025-00501628,0 BlockW EXCHANGE ST,2025-09-14T22:00:44.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501628-001,,Larceny-theft
2025-00501630,0 BlockW EXCHANGE ST,2025-09-14T20:41:37.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501630-001,,Larceny-theft
2025-00501634,PARNELL ST,2025-09-14T12:24:20.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501634-001,,
2025-00501635,PINE ST,2025-09-14T12:19:57.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501635-001,,
2025-00501636,600 Block PAWTUCKET AV,2025-09-14T11:28:29.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501636-001,,Larceny-theft
2025-00501639,NORTH MAIN ST,2025-09-14T01:05:39.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501639-001,,Larceny-theft
2025-00501641,SMITHFIELD RD,2025-09-13T17:31:40.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501641-001,,Larceny-theft
2025-00073690,MANTON AVE,2025-09-13T15:53:00.000,9,2025,Lost Article,Not Used,No violations,0,Central Station,2025-00073690-001,,
2025-00073652,WESTMINSTER ST,2025-09-13T12:34:00.000,9,2025,Lost Article,Not Used,No violations,0,Central Station,2025-00073652-001,,
2025-00073485,LIEGE ST,2025-09-12T22:45:00.000,9,2025,Municipal Code Violation,Sec. 16-93.,"Noise Control - Radios, television sets, and similar devices.",1,RFernandes,2025-00073485-001,,
2025-00073375,500 BlockN MAIN ST,2025-09-12T16:30:00.000,9,2025,Disturbance,Not Used,No violations,0,PHourahan,2025-00073375-001,,
2025-00073317,MANTON AVE / PELHAM ST,2025-09-12T15:07:00.000,9,2025,Municipal Code Violation,Sec. 23-32.,"Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",1,NEastman,2025-00073317-001,,
2025-00072939,BROADWAY,2025-09-11T11:06:44.000,9,2025,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,MLeclerc,2025-00072939-001,,
2025-00072939,BROADWAY,2025-09-11T11:06:44.000,9,2025,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,MLeclerc,2025-00072939-002,,
2025-00072842,SPRUCE ST,2025-09-10T23:32:00.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2025-00072842-001,,
2025-00072773,RESERVOIR AVE,2025-09-10T18:18:00.000,9,2025,Lost Article,Not Used,No violations,0,Central Station,2025-00072773-001,,
2025-00072677,CRANSTON ST/PARADE ST,2025-09-10T13:11:00.000,9,2025,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,SNoti,2025-00072677-001,,
2025-00072655,WESTMINSTER ST,2025-09-10T11:49:00.000,9,2025,"Fraud, Swindle",19-9-29,BANK FRAUD,1,Central Station,2025-00072655-001,,
2025-00072256,MAWNEY ST,2025-09-08T23:51:27.000,9,2025,Municipal Code Violation,Sec. 16-93.,"Noise Control - Radios, television sets, and similar devices.",1,SSesay,2025-00072256-001,,
2025-00072201,CALHOUN AVE,2025-09-08T19:47:00.000,9,2025,Lost Article,Not Used,No violations,0,Central Station,2025-00072201-001,,
2025-00072036,BROAD ST,2025-09-08T10:38:00.000,9,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2025-00072036-001,,
2025-00501600,100 BlockN MAIN ST,2025-09-08T09:20:03.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501600-001,,Larceny-theft
2025-00501604,PINE ST,2025-09-07T15:33:20.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501604-001,,
2025-00501607,CANAL ST,2025-09-06T21:42:39.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501607-001,,Larceny-theft
2025-00501608,300 BlockS MAIN ST,2025-09-06T19:45:49.000,9,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501608-001,,Larceny-theft
2025-00071528,300 BlockW RIVER ST,2025-09-06T13:51:08.000,9,2025,Bad Checks,19-9-25,FRAUDULENT CHECKS-(OVER $1000),1,SBouyssou,2025-00071528-001,,
2025-00501611,NORTH MAIN ST,2025-09-05T23:30:44.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501611-001,,
2025-00071256,N MAIN ST,2025-09-05T19:38:00.000,9,2025,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,Central Station,2025-00071256-001,,Larceny-theft
2025-00071194,ALLENS AVE,2025-09-05T16:39:00.000,9,2025,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,Central Station,2025-00071194-001,,
2025-00071194,ALLENS AVE,2025-09-05T16:39:00.000,9,2025,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,Central Station,2025-00071194-002,,
2025-00071151,300 BlockS MAIN ST,2025-09-05T14:53:51.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KWoodbine,2025-00071151-001,,
2025-00071151,300 BlockS MAIN ST,2025-09-05T14:53:51.000,9,2025,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,KWoodbine,2025-00071151-002,,Burglary
2025-00071056,ROCHAMBEAU AVE,2025-09-05T07:55:45.000,9,2025,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,JLugo,2025-00071056-001,,Burglary
2025-00070496,S WATER ST / WICKENDEN ST,2025-09-03T15:37:00.000,9,2025,Dispersals,Not Used,No violations,0,LPelaez,2025-00070496-001,,
2025-00070456,HAWKINS ST,2025-09-03T12:36:16.000,9,2025,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,APereira II,2025-00070456-001,Aggravated Assault,
2025-00070456,HAWKINS ST,2025-09-03T12:36:16.000,9,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,APereira II,2025-00070456-002,,
2025-00070456,HAWKINS ST,2025-09-03T12:36:16.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,APereira II,2025-00070456-003,,
2025-00070456,HAWKINS ST,2025-09-03T12:36:16.000,9,2025,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,APereira II,2025-00070456-004,,
2025-00070453,300 BlockW RIVER ST,2025-09-03T12:09:00.000,9,2025,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JBenros,2025-00070453-001,,Larceny-theft
2025-00070448,WESTMINSTER ST,2025-09-03T12:02:00.000,9,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2025-00070448-001,,Larceny-theft
2025-00070394,1100 BlockN MAIN ST,2025-09-03T08:34:35.000,9,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JMadeira,2025-00070394-001,,
2025-00070369,MANTON AVE / UNKNOWN,2025-09-03T04:25:11.000,9,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KMilian,2025-00070369-001,,
2025-00501553,WASHINGTON,2025-09-02T21:56:02.000,9,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501553-001,,
2025-00070107,ORMS ST &  PARK ST,2025-09-02T09:22:28.000,9,2025,Trespass,Not Used,No violations,0,JLanier,2025-00070107-001,,
2025-00070030,1200 BlockN MAIN ST,2025-09-02T00:47:00.000,9,2025,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,ARosales,2025-00070030-001,,
2025-00069764,BRANCH AVE,2025-09-01T02:39:00.000,9,2025,Request for Assistance,Not Used,No violations,0,Central Station,2025-00069764-001,,
2025-00069685,PROVIDENCE,2025-08-31T22:22:00.000,8,2025,Request for Assistance,Not Used,No violations,0,Central Station,2025-00069685-001,,
2025-00501531,PROVIDENCE AVE,2025-08-31T17:01:14.000,8,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,ADecristofano,2025-00501531-001,,
2025-00501535,SOUTH MAIN,2025-08-31T09:38:37.000,8,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501535-001,,Larceny-theft
2025-00069472,SPRUCE ST,2025-08-31T08:37:00.000,8,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2025-00069472-001,,Larceny-theft
2025-00069424,FEDERAL HILL,2025-08-31T03:07:00.000,8,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2025-00069424-001,,
2025-00069100,MELROSE ST,2025-08-30T13:07:16.000,8,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MGammino,2025-00069100-001,,Larceny-theft
2025-00069071,500 BlockN MAIN ST,2025-08-30T12:00:00.000,8,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2025-00069071-001,,
2025-00501543,SCOTT RD,2025-08-29T16:45:53.000,8,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501543-001,,Larceny-theft
2025-00068809,BROADWAY,2025-08-29T12:49:06.000,8,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,IBarbosa,2025-00068809-001,,
2025-00068798,JOHN J PARTINGTON WAY/BROAD ST,2025-08-29T12:16:00.000,8,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MFigueroa,2025-00068798-001,,
2025-00068725,1200 BlockN MAIN ST,2025-08-29T03:34:16.000,8,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JBibeault,2025-00068725-001,,
2025-00501545,DORRANCE,2025-08-29T02:05:12.000,8,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501545-001,,
2025-00501546,WORCHESTER ST &  DORRANCE ST,2025-08-29T01:55:07.000,8,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501546-001,,
2025-00501547,KNOWLES ST,2025-08-28T22:52:00.000,8,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501547-001,,Larceny-theft
2025-00068490,POINT ST / EDDY ST,2025-08-28T12:24:00.000,8,2025,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,ELane,2025-00068490-001,,
2025-00068361,200 BlockW EXCHANGE ST,2025-08-27T23:31:00.000,8,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2025-00068361-001,,Larceny-theft
2025-00068363,200 Block FOUNTAIN ST,2025-08-27T23:00:09.000,8,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,KFacey,2025-00068363-001,,Larceny-theft
2025-00068363,200 Block FOUNTAIN ST,2025-08-27T23:00:09.000,8,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KFacey,2025-00068363-002,,
2025-00501517,F C GREENE MEMORIAL BLVD,2025-08-27T19:40:34.000,8,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501517-001,,Larceny-theft
